student_id,student_name,future_career,job_query,interested_domain,rank,course,rating,rating_norm,level,skills,sim_score,final_score
80,Agent Daisy Johnson,Mobile App Developer,Full Stack Developer,Mobile App Development,3,Web Design: Wireframes to Prototypes,4.8,0.96,Advanced,user interface  design pattern  java annotation  website wireframe  User Experience  experience  web  interfaces  user interface design  Web Design arts-and-humanities music-and-art,0.2619,0.2514
80,Agent Daisy Johnson,Mobile App Developer,Full Stack Developer,Mobile App Development,4,Introduction to Web Development,4.6,0.92,Conversant,web  Web Design  HTML5  Web Development  web page  Javascript  CSS  web hosting service  html  Front-End Web Development computer-science mobile-and-web-development,0.2556,0.2352
80,Agent Daisy Johnson,Mobile App Developer,Full Stack Developer,Mobile App Development,5,Leading Teams,4.7,0.94,Intermediate,performance  leadership  Team Building  team leader  Project Management  behavior  team management  Leadership and Management  Leadership Development  leadership dynamics business leadership-and-management,0.2399,0.2255
80,Agent Daisy Johnson,Mobile App Developer,Full Stack Developer,Mobile App Development,6,Web Design: Strategy and Information Architecture,4.8,0.96,Advanced,User Experience  web  Strategy  architecture  persona (user experience)  information architecture  User Research  Web Design  site map  experience arts-and-humanities music-and-art,0.2254,0.2164
80,Agent Daisy Johnson,Mobile App Developer,Full Stack Developer,Mobile App Development,7,Building a Data Science Team,4.5,0.9,Intermediate,Data Analysis  team management  Team Building  Machine Learning  Data Science  Business Intelligence  Communication  leadership  Leadership and Management  Data Management data-science data-analysis,0.2377,0.2139
80,Agent Daisy Johnson,Mobile App Developer,Full Stack Developer,Mobile App Development,8,Agile Software Development,4.6,0.92,Beginner,scrum (software development)  agile manifesto  user story  extreme programming  Software Engineering  software  agile management  Leadership and Management  Agile Software Development  Computer Programming computer-science software-development,0.2264,0.2083
80,Agent Daisy Johnson,Mobile App Developer,Full Stack Developer,Mobile App Development,9,Getting Started With Application Development,4.5,0.9,Beginner,Google Cloud Platform  Cloud Platforms  Cloud Storage  bigquery  Google App Engine  google storage  web application  web  Cloud Computing  Application Development computer-science software-development,0.2236,0.2012
80,Agent Daisy Johnson,Mobile App Developer,Full Stack Developer,Mobile App Development,10,New Product Development - develop your own new product,4.2,0.84,Advanced,project  agile management  project planning  project plan  Product Development  efficient frontier  Innovation  Project Management  new product development  critical success factor business entrepreneurship,0.2167,0.182
81,Agent Simmons,Web Developer,Full Stack Developer,Web Development,1,Web Application Development: Basic Concepts,4.5,0.9,Advanced,active record pattern  ruby on rails  web  Javascript  ajax (programming)  html  middleware  ruby (programming language)  Full-Stack Web Development  web application computer-science mobile-and-web-development,0.3152,0.2837
81,Agent Simmons,Web Developer,Full Stack Developer,Web Development,2,Engineering Practices for Building Quality Software,4.1,0.82,Conversant,code coverage  version control systems  software project management  design pattern  software quality  Software Architecture  static analysis  software  Continuous Integration  Software Engineering computer-science software-development,0.3087,0.2531
81,Agent Simmons,Web Developer,Full Stack Developer,Web Development,3,Web Design: Wireframes to Prototypes,4.8,0.96,Advanced,user interface  design pattern  java annotation  website wireframe  User Experience  experience  web  interfaces  user interface design  Web Design arts-and-humanities music-and-art,0.262,0.2515
81,Agent Simmons,Web Developer,Full Stack Developer,Web Development,4,Introduction to Web Development,4.6,0.92,Conversant,web  Web Design  HTML5  Web Development  web page  Javascript  CSS  web hosting service  html  Front-End Web Development computer-science mobile-and-web-development,0.2559,0.2354
81,Agent Simmons,Web Developer,Full Stack Developer,Web Development,5,Leading Teams,4.7,0.94,Intermediate,performance  leadership  Team Building  team leader  Project Management  behavior  team management  Leadership and Management  Leadership Development  leadership dynamics business leadership-and-management,0.2399,0.2255
81,Agent Simmons,Web Developer,Full Stack Developer,Web Development,6,Web Design: Strategy and Information Architecture,4.8,0.96,Advanced,User Experience  web  Strategy  architecture  persona (user experience)  information architecture  User Research  Web Design  site map  experience arts-and-humanities music-and-art,0.2254,0.2164
81,Agent Simmons,Web Developer,Full Stack Developer,Web Development,7,Building a Data Science Team,4.5,0.9,Intermediate,Data Analysis  team management  Team Building  Machine Learning  Data Science  Business Intelligence  Communication  leadership  Leadership and Management  Data Management data-science data-analysis,0.2377,0.2139
81,Agent Simmons,Web Developer,Full Stack Developer,Web Development,8,Agile Software Development,4.6,0.92,Beginner,scrum (software development)  agile manifesto  user story  extreme programming  Software Engineering  software  agile management  Leadership and Management  Agile Software Development  Computer Programming computer-science software-development,0.2264,0.2083
81,Agent Simmons,Web Developer,Full Stack Developer,Web Development,9,Getting Started With Application Development,4.5,0.9,Beginner,Google Cloud Platform  Cloud Platforms  Cloud Storage  bigquery  Google App Engine  google storage  web application  web  Cloud Computing  Application Development computer-science software-development,0.2235,0.2012
81,Agent Simmons,Web Developer,Full Stack Developer,Web Development,10,New Product Development - develop your own new product,4.2,0.84,Advanced,project  agile management  project planning  project plan  Product Development  efficient frontier  Innovation  Project Management  new product development  critical success factor business entrepreneurship,0.2167,0.182
82,Agent Fitz,Software Engineer,Technology Integration,Software Development,1,Enterprise Architecture,4.5,0.9,Advanced,business architecture  Leadership and Management  archimate  the open group architecture framework  enterprise architect  business process  enterprise architecture  Software Architecture  business logic  architecture business business-essentials,0.2732,0.2459
82,Agent Fitz,Software Engineer,Technology Integration,Software Development,2,Technical Support Fundamentals,4.8,0.96,Conversant,binary code  internet  Troubleshooting  PC Hardware  software  technical support  Networking Hardware  Operating Systems  Customer Support  Software Installation information-technology support-and-operations,0.2467,0.2368
82,Agent Fitz,Software Engineer,Technology Integration,Software Development,3,Project Management: The Basics for Success,4.5,0.9,Conversant,Planning  Risk  team management  Project Management  Leadership and Management  project planning  project plan  project  leadership  Communication business leadership-and-management,0.2315,0.2084
82,Agent Fitz,Software Engineer,Technology Integration,Software Development,4,Create Customer Support Data with Google Sheets,4.6,0.92,Beginner,Customer Support  analysis  Microsoft Excel  microsoft access  Finance  Data Analysis  Microsoft Visio  Critical Thinking  utility  Leadership and Management business leadership-and-management,0.2146,0.1974
82,Agent Fitz,Software Engineer,Technology Integration,Software Development,5,Business English: Final Project,4.7,0.94,Advanced,presentation  project  cmos  chief executive officer  deliverable  utility  english language  Budget Analysis  budget  c-fos language-learning learning-english,0.2066,0.1942
82,Agent Fitz,Software Engineer,Technology Integration,Software Development,6,Create Employee Management System with When I Work,4.6,0.92,Beginner,management process  Human Resources  paycheck  Planning  project  team management  employment  Leadership and Management  Recruitment  payroll business leadership-and-management,0.2109,0.194
82,Agent Fitz,Software Engineer,Technology Integration,Software Development,7,Big Data Modeling and Management Systems,4.4,0.88,Intermediate,Databases  analytics  graphs  Data Structures  Big Data Analytics  Data Management  Big Data  Data Model  Leadership and Management  modeling data-science data-analysis,0.2129,0.1874
82,Agent Fitz,Software Engineer,Technology Integration,Software Development,8,Business Analysis & Process Management,4.3,0.86,Beginner,analysis  Business Process Management  process  process management  process modeling  Business Analysis  automated business process  Leadership and Management  project  business process business leadership-and-management,0.2161,0.1858
82,Agent Fitz,Software Engineer,Technology Integration,Software Development,9,New Technologies for Business Leaders,4.2,0.84,Intermediate,customer engagement  bitcoin  augmented reality  cryptocurrency  Business Operations  BlockChain  internet of things  Marketing  mixed reality  leadership business marketing,0.2065,0.1735
82,Agent Fitz,Software Engineer,Technology Integration,Software Development,10,How to Get Skilled: Introduction to Individual Skills Management (Project-Centered Course),3.5,0.7,Beginner,Human Resources  training and development  Professional Development  skills management  Training Programs  Leadership and Management  competitiveness  personal advertisement  benchmarking  Management Training personal-development personal-development,0.2062,0.1443
83,Agent Mack,Graphics Programmer,Data Visualization Expert,Computer Graphics,1,Introduction to Data Analytics,4.7,0.94,Advanced,analytics  Data Analysis  physics  Exploratory Data Analysis  business analytics  Python Programming  quality control  Data Science  SQL  Business Analysis data-science data-analysis,0.4119,0.3872
83,Agent Mack,Graphics Programmer,Data Visualization Expert,Computer Graphics,2,Building a Data Science Team,4.5,0.9,Intermediate,Data Analysis  team management  Team Building  Machine Learning  Data Science  Business Intelligence  Communication  leadership  Leadership and Management  Data Management data-science data-analysis,0.3544,0.319
83,Agent Mack,Graphics Programmer,Data Visualization Expert,Computer Graphics,3,Introduction to Accounting Data Analytics and Visualization,4.8,0.96,Advanced,data clustering algorithms  analytics  tableau software  Microsoft Excel  Data Visualization  microsoft excel vba  Pivot Table  analysis  Data Analysis  software data-science data-analysis,0.3323,0.319
83,Agent Mack,Graphics Programmer,Data Visualization Expert,Computer Graphics,4,Big Data Modeling and Management Systems,4.4,0.88,Intermediate,Databases  analytics  graphs  Data Structures  Big Data Analytics  Data Management  Big Data  Data Model  Leadership and Management  modeling data-science data-analysis,0.3569,0.3141
83,Agent Mack,Graphics Programmer,Data Visualization Expert,Computer Graphics,5,Research Data Management and Sharing,4.7,0.94,Intermediate,enabling  document management systems  Strategy  Data Management  confidentiality  research data archiving  metadata  Planning  data file  Leadership and Management data-science data-analysis,0.3211,0.3018
83,Agent Mack,Graphics Programmer,Data Visualization Expert,Computer Graphics,6,SQL for Data Science,4.5,0.9,Conversant,modeling  Databases  data retrieval  analysis  Data Analysis  SQL  mysql  Data Model  sqlite  join (sql) data-science data-analysis,0.335,0.3015
83,Agent Mack,Graphics Programmer,Data Visualization Expert,Computer Graphics,7,Introduction to Data Analytics for Business,4.6,0.92,Advanced,analysis  analytics  SQL  Business Analysis  relational database  Data Analysis  Data Model  Databases  business analytics  modeling data-science data-analysis,0.3245,0.2985
83,Agent Mack,Graphics Programmer,Data Visualization Expert,Computer Graphics,8,Foundations of strategic business analytics,4.4,0.88,Advanced,Project Management  analysis  analytics  R Programming  credit scoring  Data Analysis  Computer Programming  business analytics  Business Analysis  presentation business business-essentials,0.3227,0.284
83,Agent Mack,Graphics Programmer,Data Visualization Expert,Computer Graphics,9,Introduction to Business Analytics with R,4.4,0.88,Advanced,lecture  rstudio  business analytics  software  R Programming  Data Analysis  Exploratory Data Analysis  applied statistics  utility  analytics business business-essentials,0.3213,0.2827
83,Agent Mack,Graphics Programmer,Data Visualization Expert,Computer Graphics,10,Accounting Data Analytics with Python,3.6,0.72,Advanced,data type  relational database management system  Numpy  Basic Descriptive Statistics  Data Structures  Python Programming  Databases  SQL  euler's totient function  jpeg data-science data-analysis,0.3255,0.2344
84,Agent Bobbi Morse,NLP Research Scientist,Deep Learning,Artificial Intelligence,1,Sales Training: Sales Team Management,4.7,0.94,Advanced,coaching  Human Learning  Training Materials  hubspot  onboarding  materials management  Sales  sales process engineering  Strategy  Recruiting business leadership-and-management,0.265,0.2491
84,Agent Bobbi Morse,NLP Research Scientist,Deep Learning,Artificial Intelligence,2,Create Employee Management System with When I Work,4.6,0.92,Beginner,management process  Human Resources  paycheck  Planning  project  team management  employment  Leadership and Management  Recruitment  payroll business leadership-and-management,0.2422,0.2228
84,Agent Bobbi Morse,NLP Research Scientist,Deep Learning,Artificial Intelligence,3,Effective Sales � An Overview,4.6,0.92,Advanced,customer satisfaction  strategic management  Strategy  sales management  Marketing  Business Operations  Sales  agriculture  Sales Strategy  value proposition business business-strategy,0.2411,0.2218
84,Agent Bobbi Morse,NLP Research Scientist,Deep Learning,Artificial Intelligence,4,Creating a Customer Service Survey Using Google Forms,5.0,1.0,Beginner,Average  fare  ripple effect  numbers (spreadsheet)  project  Accounting  wholesaling  rippling  cost  Survey Design business leadership-and-management,0.2181,0.2181
84,Agent Bobbi Morse,NLP Research Scientist,Deep Learning,Artificial Intelligence,5,Structuring Machine Learning Projects,4.8,0.96,Beginner,bias  Human Learning  analysis  computer multitasking  error  Strategy  Deep Learning  Multi-Task Learning  Machine Learning  project data-science data-analysis,0.2227,0.2138
84,Agent Bobbi Morse,NLP Research Scientist,Deep Learning,Artificial Intelligence,6,Leading Teams,4.7,0.94,Intermediate,performance  leadership  Team Building  team leader  Project Management  behavior  team management  Leadership and Management  Leadership Development  leadership dynamics business leadership-and-management,0.2262,0.2126
84,Agent Bobbi Morse,NLP Research Scientist,Deep Learning,Artificial Intelligence,7,Foundations for Interviewing with Confidence,5.0,1.0,Advanced,Salesforce  Sales  empathy  exhibitions  audience  personal branding  interview  crowding  standing ovation  confidence business business-essentials,0.211,0.211
84,Agent Bobbi Morse,NLP Research Scientist,Deep Learning,Artificial Intelligence,8,Digital Product Management: Modern Fundamentals,4.7,0.94,Beginner,lean startup  Leadership and Management  Product Management  Strategy  Product Strategy  minimum viable product  Planning  agile management  product planning  product/market fit business leadership-and-management,0.2207,0.2075
84,Agent Bobbi Morse,NLP Research Scientist,Deep Learning,Artificial Intelligence,9,Project Management: The Basics for Success,4.5,0.9,Conversant,Planning  Risk  team management  Project Management  Leadership and Management  project planning  project plan  project  leadership  Communication business leadership-and-management,0.2264,0.2038
84,Agent Bobbi Morse,NLP Research Scientist,Deep Learning,Artificial Intelligence,10,Building a Data Science Team,4.5,0.9,Intermediate,Data Analysis  team management  Team Building  Machine Learning  Data Science  Business Intelligence  Communication  leadership  Leadership and Management  Data Management data-science data-analysis,0.2255,0.203
85,Agent Lance Hunter,Data Scientist,Data Scientist,Data Science,1,Introduction to Data Analytics,4.7,0.94,Advanced,analytics  Data Analysis  physics  Exploratory Data Analysis  business analytics  Python Programming  quality control  Data Science  SQL  Business Analysis data-science data-analysis,0.4405,0.4141
85,Agent Lance Hunter,Data Scientist,Data Scientist,Data Science,2,SQL for Data Science,4.5,0.9,Conversant,modeling  Databases  data retrieval  analysis  Data Analysis  SQL  mysql  Data Model  sqlite  join (sql) data-science data-analysis,0.3933,0.354
85,Agent Lance Hunter,Data Scientist,Data Scientist,Data Science,3,Building a Data Science Team,4.5,0.9,Intermediate,Data Analysis  team management  Team Building  Machine Learning  Data Science  Business Intelligence  Communication  leadership  Leadership and Management  Data Management data-science data-analysis,0.3811,0.343
85,Agent Lance Hunter,Data Scientist,Data Scientist,Data Science,4,Machine Learning With Big Data,4.6,0.92,Beginner,statistical classification  knime  data clustering algorithms  Human Learning  analysis  Algorithms  Apache Spark  cluster analysis  Machine Learning  Apache data-science machine-learning,0.3597,0.3309
85,Agent Lance Hunter,Data Scientist,Data Scientist,Data Science,5,Big Data Modeling and Management Systems,4.4,0.88,Intermediate,Databases  analytics  graphs  Data Structures  Big Data Analytics  Data Management  Big Data  Data Model  Leadership and Management  modeling data-science data-analysis,0.3694,0.3251
85,Agent Lance Hunter,Data Scientist,Data Scientist,Data Science,6,Code Free Data Science,4.3,0.86,Beginner,analytics  knime  download  decision tree  Machine Learning  Data Manipulation  Data Mining  data clustering algorithms  Microsoft Excel  modeling data-science machine-learning,0.3553,0.3056
85,Agent Lance Hunter,Data Scientist,Data Scientist,Data Science,7,Managing Data Analysis,4.5,0.9,Conversant,inference  Data Analysis  Communication  General Statistics  interpretation  Exploratory Data Analysis  process  Leadership and Management  Data Management  analysis business leadership-and-management,0.3385,0.3047
85,Agent Lance Hunter,Data Scientist,Data Scientist,Data Science,8,Data Science for Business Innovation,4.2,0.84,Advanced,statistical classification  Machine Learning  Big Data  Data Analysis  linear regression  recommender systems  linearity  analysis  Computer Programming  Machine Learning Algorithms data-science data-analysis,0.3545,0.2978
85,Agent Lance Hunter,Data Scientist,Data Scientist,Data Science,9,Basic Data Processing and Visualization,4.2,0.84,Advanced,software  jpeg  Outlier  Python Programming  Data Visualization  Numpy  predictive analytics  Big Data  python libraries  json data-science data-analysis,0.3493,0.2934
85,Agent Lance Hunter,Data Scientist,Data Scientist,Data Science,10,Accounting Data Analytics with Python,3.6,0.72,Advanced,data type  relational database management system  Numpy  Basic Descriptive Statistics  Data Structures  Python Programming  Databases  SQL  euler's totient function  jpeg data-science data-analysis,0.344,0.2477
86,Oliver Davis,Security Analyst,Information Security Analyst,Network Security,1,Security Operations and Administration,4.7,0.94,Advanced,configuration management  separation of duties  key (cryptography)  Security Operations  security awareness  Software Engineering  owasp  management process  security  release management information-technology security,0.5067,0.4763
86,Oliver Davis,Security Analyst,Information Security Analyst,Network Security,2,Information Security: Context and Introduction,4.6,0.92,Beginner,Cryptography  Leadership and Management  security management  information security  Network Security  security  encryption  incident management  authorization  Risk computer-science computer-security-and-networks,0.4947,0.4551
86,Oliver Davis,Security Analyst,Information Security Analyst,Network Security,3,Protecting Cloud Architecture with Alibaba Cloud,4.9,0.98,Beginner,performance  wi-fi  encryption  data security  wireless network interface controller  index  security  Switches  web  history computer-science software-development,0.4079,0.3997
86,Oliver Davis,Security Analyst,Information Security Analyst,Network Security,4,Networks and Communications Security,4.7,0.94,Advanced,sublayer  virtual circuit  security  virtual lan  wireless  fibre channel over ethernet  virtual private lan service  domain name system  control plane  data link layer information-technology security,0.3926,0.369
86,Oliver Davis,Security Analyst,Information Security Analyst,Network Security,5,The Business of Cybersecurity Capstone,4.8,0.96,Advanced,Risk  Leadership and Management  performance measurement  security management  security  information security  contingency plan  Risk Management  Computer Security Incident Management  Strategy computer-science computer-security-and-networks,0.3704,0.3556
86,Oliver Davis,Security Analyst,Information Security Analyst,Network Security,6,Managing Network Security,4.7,0.94,Advanced,wireless  Cisco  Microarchitecture  web  Network Security  crime  privacy  internet  Cryptography  security information-technology security,0.3645,0.3426
86,Oliver Davis,Security Analyst,Information Security Analyst,Network Security,7,IT Security: Defense against the digital dark arts,4.7,0.94,Beginner,wireless  wireless security  authentication  encryption  information security  Network Security  Cryptography  security  System Security  network monitoring information-technology security,0.3625,0.3408
86,Oliver Davis,Security Analyst,Information Security Analyst,Network Security,8,Enterprise and Infrastructure Security,4.6,0.92,Advanced,infrastructure security  critical infrastructure protection  cloud computing security  Mobile Security  payment card industry data security standard  Cloud Computing  security awareness  BlockChain  internet of things  security computer-science computer-security-and-networks,0.3695,0.3399
86,Oliver Davis,Security Analyst,Information Security Analyst,Network Security,9,Security Awareness Training,4.7,0.94,Beginner,security  security management  multi-factor authentication  security question  awareness  malware  security awareness  authentication  password  Mobile Security information-technology security,0.3504,0.3294
86,Oliver Davis,Security Analyst,Information Security Analyst,Network Security,10,Cybersecurity and Its Ten Domains,4.1,0.82,Conversant,cyber-security regulation  Cryptography  access control  information security  business continuity  security  Planning  Network Security  Leadership and Management  encryption computer-science computer-security-and-networks,0.3438,0.2819
87,Ava Miller,Machine Learning Engineer,Machine Learning,Machine Learning,1,Machine Learning for All,4.7,0.94,Conversant,robotics  Machine Learning  Artificial Neural Networks  Training  Algorithms  Tensorflow  statistical classification  modeling  Human Learning  Deep Learning computer-science software-development,0.3551,0.3338
87,Ava Miller,Machine Learning Engineer,Machine Learning,Machine Learning,2,Introduction to Applied Machine Learning,4.7,0.94,Intermediate,Algorithms  Machine Learning Algorithms  Applied Machine Learning  Test Set  Machine Learning  ordered pair  Training  Human Learning  Deep Learning  business requirements data-science machine-learning,0.329,0.3093
87,Ava Miller,Machine Learning Engineer,Machine Learning,Machine Learning,3,"The Power of Machine Learning: Boost Business, Accumulate Clicks, Fight Fraud, and Deny Deadbeats",5.0,1.0,Intermediate,Data Analysis  fuzzy logic  predictive analytics  Machine Learning  business case  analytics  natural language toolkit  .bit  software  Mathematics data-science machine-learning,0.3062,0.3062
87,Ava Miller,Machine Learning Engineer,Machine Learning,Machine Learning,4,Structuring Machine Learning Projects,4.8,0.96,Beginner,bias  Human Learning  analysis  computer multitasking  error  Strategy  Deep Learning  Multi-Task Learning  Machine Learning  project data-science data-analysis,0.3175,0.3048
87,Ava Miller,Machine Learning Engineer,Machine Learning,Machine Learning,5,Machine Learning With Big Data,4.6,0.92,Beginner,statistical classification  knime  data clustering algorithms  Human Learning  analysis  Algorithms  Apache Spark  cluster analysis  Machine Learning  Apache data-science machine-learning,0.3163,0.291
87,Ava Miller,Machine Learning Engineer,Machine Learning,Machine Learning,6,Machine Learning Foundations: A Case Study Approach,4.5,0.9,Conversant,Human Learning  Regression  Machine Learning  Graphlab  statistical classification  linearity  Algorithms  Computer Programming  Python Programming  analysis data-science machine-learning,0.3106,0.2795
87,Ava Miller,Machine Learning Engineer,Machine Learning,Machine Learning,7,Developing AI Applications on Azure,4.3,0.86,Beginner,Machine Learning  web service  workspace  Training  Computer Programming  Microsoft Azure  Python Programming  Computer Vision  Human Learning  application programming interfaces data-science machine-learning,0.3128,0.269
87,Ava Miller,Machine Learning Engineer,Machine Learning,Machine Learning,8,Building a Data Science Team,4.5,0.9,Intermediate,Data Analysis  team management  Team Building  Machine Learning  Data Science  Business Intelligence  Communication  leadership  Leadership and Management  Data Management data-science data-analysis,0.2887,0.2598
87,Ava Miller,Machine Learning Engineer,Machine Learning,Machine Learning,9,"Introduction to TensorFlow for Artificial Intelligence, Machine Learning, and Deep Learning",4.6,0.92,Beginner,Human Learning  Convolutional Neural Network  convolution  Computer Vision  Tensorflow  Keras  Artificial Neural Networks  Deep Learning  Machine Learning  Computer Programming computer-science software-development,0.274,0.2521
87,Ava Miller,Machine Learning Engineer,Machine Learning,Machine Learning,10,Machine Learning for Data Analysis,4.2,0.84,Intermediate,Algorithms  Data Analysis  numbers (spreadsheet)  evaluation  Machine Learning  Regression  Dependent And Independent Variables  Human Learning  Regression Analysis  decision tree data-science machine-learning,0.2939,0.2469
88,Liam Wilson,Database Administrator,Database Administrator,Database Management,1,Create Relational Database Tables Using SQLiteStudio,4.7,0.94,Beginner,database management systems  Databases  web browsers  BlockChain  relational database  sqlite  web  Average  SQL  table (database) information-technology data-management,0.3782,0.3555
88,Liam Wilson,Database Administrator,Database Administrator,Database Management,2,Database Design with SQL Server Management Studio (SSMS),4.5,0.9,Beginner,relational database  sql server management studio  display devices  Leadership and Management  syntax  project  Databases  microsoft sql server  SQL  sql injection computer-science software-development,0.3797,0.3417
88,Liam Wilson,Database Administrator,Database Administrator,Database Management,3,Intermediate Relational Database and SQL,4.4,0.88,Advanced,relational database management system  mysql  relational database  SQL  oracle sql developer  Data Science  Databases  unique key  project  SQL Server computer-science software-development,0.386,0.3397
88,Liam Wilson,Database Administrator,Database Administrator,Database Management,4,Creating Database Tables with SQL,4.6,0.92,Beginner,SQL  HTML5  mysql  database management systems  Database Design  relational database  table (database)  Accuracy And Precision  Databases  data retrieval information-technology data-management,0.3561,0.3276
88,Liam Wilson,Database Administrator,Database Administrator,Database Management,5,Retrieve Data using Single-Table SQL Queries,4.6,0.92,Beginner,Data Analysis  select (sql)  database management systems  online shopping  table (database)  data retrieval  Databases  web page  numbers (spreadsheet)  SQL information-technology data-management,0.3525,0.3243
88,Liam Wilson,Database Administrator,Database Administrator,Database Management,6,Build a Database from a Relational Model,4.8,0.96,Beginner,Database Design  relational database  Databases  ordered pair  Data Model  test data  database management systems  relational model  graphical model  unique key information-technology data-management,0.3293,0.3161
88,Liam Wilson,Database Administrator,Database Administrator,Database Management,7,Querying Databases Using SQL SELECT statement,4.6,0.92,Advanced,information retrieval  select (sql)  mysql  ascendency  Databases  SQL  modulo operation  ternary conditional operator  join (sql)  null coalescing operator data-science data-analysis,0.3375,0.3105
88,Liam Wilson,Database Administrator,Database Administrator,Database Management,8,Beginning SQL Server,4.5,0.9,Beginner,backup  sql server management studio  microsoft sql server  project  table (database)  SQL Server  SQL  Leadership and Management  Databases  Switches information-technology data-management,0.3207,0.2886
88,Liam Wilson,Database Administrator,Database Administrator,Database Management,9,Advanced Relational Database and SQL,4.6,0.92,Advanced,PostgreSQL  unique key  euler's totient function  mysql  transact-sql  SQL  relational database  stored procedure  Databases  sql server management studio computer-science software-development,0.313,0.288
88,Liam Wilson,Database Administrator,Database Administrator,Database Management,10,Database Design and Diagramming in Dia,4.6,0.92,Beginner,data retrieval  Databases  requirements analysis  relational database  table (database)  user requirements document  entity relationship model  Database Design  process  database management systems information-technology data-management,0.3083,0.2836
89,Sophia Johnson,Embedded Software Engineer,Technical Operations,Software Development,1,Create Employee Management System with When I Work,4.6,0.92,Beginner,management process  Human Resources  paycheck  Planning  project  team management  employment  Leadership and Management  Recruitment  payroll business leadership-and-management,0.2324,0.2138
89,Sophia Johnson,Embedded Software Engineer,Technical Operations,Software Development,2,Creating a Customer Service Survey Using Google Forms,5.0,1.0,Beginner,Average  fare  ripple effect  numbers (spreadsheet)  project  Accounting  wholesaling  rippling  cost  Survey Design business leadership-and-management,0.2021,0.2021
89,Sophia Johnson,Embedded Software Engineer,Technical Operations,Software Development,3,IBM Customer Engagement Specialist Professional Certificate,4.8,0.96,Advanced,customer service  Customer Support  active listening  process  Communication  Leadership and Management  process management  customer engagement  time management  Problem Solving information-technology support-and-operations,0.2101,0.2017
89,Sophia Johnson,Embedded Software Engineer,Technical Operations,Software Development,4,Create Customer Support Data with Google Sheets,4.6,0.92,Beginner,Customer Support  analysis  Microsoft Excel  microsoft access  Finance  Data Analysis  Microsoft Visio  Critical Thinking  utility  Leadership and Management business leadership-and-management,0.2141,0.197
89,Sophia Johnson,Embedded Software Engineer,Technical Operations,Software Development,5,Technical Support Fundamentals,4.8,0.96,Conversant,binary code  internet  Troubleshooting  PC Hardware  software  technical support  Networking Hardware  Operating Systems  Customer Support  Software Installation information-technology support-and-operations,0.2,0.192
89,Sophia Johnson,Embedded Software Engineer,Technical Operations,Software Development,6,Business Operations Support in Google Sheets,4.7,0.94,Beginner,Customer Support  Business  Receiving  workload  Business Operations  Entrepreneurship  project  Operations Management  employment  Writing business leadership-and-management,0.2042,0.1919
89,Sophia Johnson,Embedded Software Engineer,Technical Operations,Software Development,7,Security Operations and Administration,4.7,0.94,Advanced,configuration management  separation of duties  key (cryptography)  Security Operations  security awareness  Software Engineering  owasp  management process  security  release management information-technology security,0.201,0.1889
89,Sophia Johnson,Embedded Software Engineer,Technical Operations,Software Development,8,Digital Product Management: Modern Fundamentals,4.7,0.94,Beginner,lean startup  Leadership and Management  Product Management  Strategy  Product Strategy  minimum viable product  Planning  agile management  product planning  product/market fit business leadership-and-management,0.1974,0.1856
89,Sophia Johnson,Embedded Software Engineer,Technical Operations,Software Development,9,Operations Management: Analysis and Improvement Methods,4.5,0.9,Advanced,Inventory Management  Trigonometric Integral  six sigma  inventory  Operations Management  supply chain  Leadership and Management  supply chain management  process  chaining business business-strategy,0.1928,0.1735
89,Sophia Johnson,Embedded Software Engineer,Technical Operations,Software Development,10,Big Data Modeling and Management Systems,4.4,0.88,Intermediate,Databases  analytics  graphs  Data Structures  Big Data Analytics  Data Management  Big Data  Data Model  Leadership and Management  modeling data-science data-analysis,0.19,0.1672
90,Michael Brown,Web Developer,Full Stack Developer,Web Development,1,Web Application Development: Basic Concepts,4.5,0.9,Advanced,active record pattern  ruby on rails  web  Javascript  ajax (programming)  html  middleware  ruby (programming language)  Full-Stack Web Development  web application computer-science mobile-and-web-development,0.3152,0.2837
90,Michael Brown,Web Developer,Full Stack Developer,Web Development,2,Engineering Practices for Building Quality Software,4.1,0.82,Conversant,code coverage  version control systems  software project management  design pattern  software quality  Software Architecture  static analysis  software  Continuous Integration  Software Engineering computer-science software-development,0.3087,0.2531
90,Michael Brown,Web Developer,Full Stack Developer,Web Development,3,Web Design: Wireframes to Prototypes,4.8,0.96,Advanced,user interface  design pattern  java annotation  website wireframe  User Experience  experience  web  interfaces  user interface design  Web Design arts-and-humanities music-and-art,0.262,0.2515
90,Michael Brown,Web Developer,Full Stack Developer,Web Development,4,Introduction to Web Development,4.6,0.92,Conversant,web  Web Design  HTML5  Web Development  web page  Javascript  CSS  web hosting service  html  Front-End Web Development computer-science mobile-and-web-development,0.2559,0.2354
90,Michael Brown,Web Developer,Full Stack Developer,Web Development,5,Leading Teams,4.7,0.94,Intermediate,performance  leadership  Team Building  team leader  Project Management  behavior  team management  Leadership and Management  Leadership Development  leadership dynamics business leadership-and-management,0.2399,0.2255
90,Michael Brown,Web Developer,Full Stack Developer,Web Development,6,Web Design: Strategy and Information Architecture,4.8,0.96,Advanced,User Experience  web  Strategy  architecture  persona (user experience)  information architecture  User Research  Web Design  site map  experience arts-and-humanities music-and-art,0.2254,0.2164
